car name,price,engine_capacity,cylinder,horse_power,top_speed,seats,brand,country
Rolls Royce Ghost 2021 6.75T Short Wheelbase,"KWD 101,000",6.8,12,571,250,5 Seater,rolls-royce,kuwait
Rolls Royce Phantom 2021 6.75L Short Wheelbase,"KWD 170,000",6.7,12,563,250,4 Seater,rolls-royce,kuwait
McLaren 720S 2021 4.0T Spider,"KWD 125,000",4.0,8,770,2 Seater,2.9,mclaren,kuwait
Mercedes-Benz S 65 AMG Coupe 2021 6.0L,"KWD 83,500",6.0,N/A,630,250,4 Seater,mercedes-benz,kuwait
Bentley Flying Spur 2021 6.0T W12,"KWD 105,000",6.0,12,626,333,5 Seater,bentley,kuwait
Ferrari GTC4Lusso 2021 3.9T V8,"KWD 97,000",3.9,8,610,320,4 Seater,ferrari,kuwait
Rolls Royce Ghost 2021 6.75T Extended Wheelbase,"KWD 124,000",6.8,12,571,250,4 Seater,rolls-royce,kuwait
Bentley Mulsanne 2021 6.75L V8,DISCONTINUED,6.8,8,505,296,5 Seater,bentley,kuwait
Lamborghini Aventador S 2021 6.5L V12 Coupe,"KWD 137,000",6.5,N/A,740,350,2 Seater,lamborghini,kuwait
Ferrari GTC4Lusso 2021 6.3L V12,"KWD 110,000",6.3,12,690,335,4 Seater,ferrari,kuwait
Rolls Royce Wraith 2021 6.6L Base,"KWD 110,000",6.6,12,624,250,4 Seater,rolls-royce,kuwait
McLaren 720S 2021 4.0T Coupe,"KWD 117,000",4.0,8,770,2 Seater,2.9,mclaren,kuwait
Geely Azkarra 2021 1.5TD Comfort (2WD),TBD,1.5,3,177,200,5 Seater,geely,uae
Chevrolet Suburban 2021 5.3L LS 2WD,TBD,5.3,8,355,175,9 Seater,chevrolet,uae
Chevrolet Suburban 2021 5.3L LT 2WD,Satin Steel Metallic,5.3,8,355,175,9 Seater,chevrolet,uae
MG ZS 2021 1.5L LUX,Following,1.5,4,112,170,5 Seater,mg,uae
Ford Bronco 2021 2.7T Outer Banks,"AED 256,095",2.7,6,542,5 Seater,6.9,ford,uae
Chevrolet Suburban 2021 5.3L LT Z71,Satin Steel Metallic,5.3,8,355,175,9 Seater,chevrolet,uae
MG ZS 2021 1.3T ZST,Following,1.3,3,160,185,5 Seater,mg,uae
Chevrolet Suburban 2021 5.3L RS 4WD,TBD,5.3,N/A,355,175,9 Seater,chevrolet,uae
MG ZS 2021 1.5L STD,Following,1.5,4,112,170,5 Seater,mg,uae
Mercedes-Benz E-Class Saloon 2021 E 450 4MATIC,TBD,3.0,6,362,250,5 Seater,mercedes-benz,uae
Fiat 500e 2021 La Prima,TBD,0.0,"N/A, Electric",Single,Automatic,150,fiat,uae
Mercedes-Benz E-Class Saloon 2021 E 350,TBD,2.0,4,313,250,5 Seater,mercedes-benz,uae
Chevrolet Suburban 2021 5.3L Premium 2WD,TBD,5.3,N/A,355,175,8 Seater,chevrolet,uae
Ford Bronco 2021 2.3T Big Bend,"AED 193,095",2.3,4,420,4 Seater,7.5,ford,uae
Mercedes-Benz GLB 2021 250 4MATIC,TBD,0.0,4,224,236,N A,mercedes-benz,uae
Nissan Juke 2021 1.0T,TBD,1.0,3,180,5 Seater,11.1,nissan,uae
Hyundai i10 2021 1.0L MPI,TBD,1.0,3,67,156,5 Seater,hyundai,uae
Audi RS6 Avant 2021 4.0L TFSI V8 quattro,TBD,4.0,8,600,305,5 Seater,audi,uae
Mercedes-Benz GLB 2021 AMG 35 4MATIC,TBD,0.0,4,306,250,N A,mercedes-benz,uae
Mercedes-Benz EQV 2021 6 seater,TBD,0.0,"N/A, Electric",Single,Automatic,6 Seater,mercedes-benz,uae
Ford Explorer 2021 3.0L EcoBoost ST (AWD),Agate Black,3.0,6,400,237,7 Seater,ford,uae
Ford Figo 2021 1.5L Trend H/B,TBD,1.5,4,110,175,5 Seater,ford,uae
Ford Figo Sedan 2021 1.5L Ambient,TBD,1.5,N/A,112,172,5 Seater,ford,uae
Lamborghini Aventador SVJ 63 Roadster 2021 6.5L V12 (770 HP),TBD,6.5,12,770,350,2 Seater,lamborghini,uae
Hyundai i10 2021 1.2L MPI,TBD,1.2,4,84,171,5 Seater,hyundai,uae
Suzuki Swift Sport 2021 1.4L (140 HP),TBD,1.4,4,140,180,4 Seater,suzuki,uae
Honda Pilot 2021 3.5 EX-L (AWD),Modern Steel Metallic,3.5,N/A,280,175,8 Seater,honda,uae
Kia Optima 2021 2.4L GDI,TBD,2.4,4,185,205,5 Seater,kia,uae
Kia Optima 2021 2.0L T-GDI GT,TBD,2.0,4,240,205,5 Seater,kia,uae
Kia Grand Carnival 2021 3.5L GDI SXL,TBD,3.5,6,290,210,7 Seater,kia,uae
Honda Pilot 2021 3.5 Touring (AWD),Bellanova White Pearl,3.5,N/A,280,175,8 Seater,honda,uae
Great Wall Wingle 6 2021 2.4L Double Cabin (4x4),TBD,2.4,4,200,5 Seater,15.6,great-wall,uae
Mini SE EV 2021 135KW ALL4 (181 HP),TBD,0.0,"N/A, Electric",Single,Automatic,150,mini,uae
Honda Pilot 2021 3.5 LX (2WD),TBD,3.5,N/A,280,175,8 Seater,honda,uae
BMW X5 M 2021 Competition 4.4T xDrive,TBD,4.4,8,617,250,5 Seater,bmw,uae
Mazda 2 Hatchback 2021 1.5L Hatchback V,TBD,1.5,4,108,200,5 Seater,mazda,uae
Kia Mohave 2021 3.8L Base,TBD,3.8,6,270,200,7 Seater,kia,uae
Cadillac CT6 Sedan 2021 3.6L V6 Sport,DISCONTINUED,3.6,6,335,250,5 Seater,cadillac,uae
Toyota Yaris 2021 1.5L SE+ (Hatchback),TBD,1.5,4,106,175,5 Seater,toyota,uae
Toyota Yaris 2021 1.3L SE (Hatchback),TBD,1.3,4,98,165,5 Seater,toyota,uae
Cadillac CT6 Sedan 2021 3.6L V6 Premium Luxury,DISCONTINUED,3.6,6,335,250,5 Seater,cadillac,uae
Renault Talisman 2021 1.6T SE,TBD,1.6,4,190,225,5 Seater,renault,uae
Renault Talisman 2021 2.0L SE,TBD,2.0,4,140,183,5 Seater,renault,uae
Audi R8 Coupe 2021 5.2 V10 Plus,TBD,5.2,10,610,330,2 Seater,audi,uae
Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP),TBD,2.0,4,252,250,4 Seater,audi,uae
Cadillac CT6 Sedan 2021 3.0T Platinum,DISCONTINUED,3.0,6,404,250,5 Seater,cadillac,uae
BMW 6 Series Gran Turismo 2021 630i,TBD,2.0,4,258,250,5 Seater,bmw,uae
Renault Talisman 2021 1.6T LE,TBD,1.6,4,190,225,5 Seater,renault,uae
Renault Talisman 2021 2.0L PE,TBD,2.0,4,140,183,5 Seater,renault,uae
Skoda Fabia 2021 1.0 TSI Active,TBD,1.0,3,110,195,5 Seater,skoda,uae
Audi R8 Coupe 2021 5.2 V10,TBD,5.2,10,540,323,2 Seater,audi,uae
Kia Mohave 2021 3.8L Top,TBD,3.8,6,270,200,7 Seater,kia,uae
Audi RS Q3 2021 2.5L TFSI quattro Sportback,TBD,2.5,5,400,280,5 Seater,audi,uae
Infiniti QX60 2021 3.5L Luxe,TBD,3.5,6,295,195,7 Seater,infiniti,uae
BMW M4 Convertible 2021 3.0T Competition M xDrive,TBD,3.0,6,510,250,4 Seater,bmw,uae
Chery Arrizo 3 2021 1.5L Comfort,TBD,1.5,4,107,175,5 Seater,chery,uae
Toyota Prius 2021 Iconic,TBD,1.8,4,121,170,5 Seater,toyota,uae
Infiniti Q60 Coupe 2021 3.0T Red Sport 400,TBD,3.0,6,400,250,4 Seater,infiniti,uae
Chevrolet Camaro Convertible 2021 3.6L 1LT,TBD,3.6,6,335,250,4 Seater,chevrolet,uae
Chery Arrizo 3 2021 1.5L Baisc,TBD,1.5,4,107,175,5 Seater,chery,uae
Toyota Prius 2021 Eco,TBD,1.8,4,121,170,5 Seater,toyota,uae
Peugeot 308 2021 1.6L GT Line,TBD,1.6,4,163,188,5 Seater,peugeot,uae
Chevrolet Camaro Convertible 2021 6.2L SS,TBD,6.2,8,455,250,4 Seater,chevrolet,uae
Infiniti QX60 2021 3.5L Luxe Sensory,TBD,3.5,6,295,195,7 Seater,infiniti,uae
Infiniti Q60 Coupe 2021 3.0T Premium,TBD,3.0,6,400,250,4 Seater,infiniti,uae
Zotye E200 2021 Luxury,TBD,0.0,"N/A, Electric",Single,Automatic,120,zotye,uae
BMW X4 M 2021 3.0T Competition,TBD,3.0,6,510,250,5 Seater,bmw,uae
BMW 8 Series Gran Coupe 2021 M850i xDrive,TBD,4.4,8,530,250,4 Seater,bmw,uae
Mercedes-Benz EQC 2021 400 4MATIC,TBD,0.0,"N/A, Electric",402,180,5 Seater,mercedes-benz,uae
Abarth 124 Spider 2021 1.4T (170 HP),TBD,1.4,4,170,229,2 Seater,abarth,uae
Dorcen Domy X5 2021 1.5T (FWD),TBD,1.5,4,148,175,5 Seater,dorcen,uae
GAC GE3 EV 2021 54 Kwh (FWD),TBD,0.0,"N/A, Electric",Single,Automatic,156,gac,uae
Nissan Leaf 2021 40kWh,TBD,0.0,"N/A, Electric",Single,Automatic,145,nissan,uae
Hyundai Ioniq 2021 Hybrid,TBD,1.6,4,139,184,5 Seater,hyundai,uae
Hongqi E-HS3 2021 EV 153 hp (FWD),TBD,0.0,"N/A, Electric",Single,Automatic,160,hongqi,uae
Jetour X95 2021 1.6T,TBD,1.6,4,197,185,7 Seater,jetour,uae
Mercedes-Benz Maybach GLS 2021 600 4MATIC,TBD,4.0,8,558,250,4 Seater,mercedes-benz,uae
BMW 8 Series Gran Coupe 2021 840i,TBD,3.0,8,340,250,4 Seater,bmw,uae
Hongqi E-HS3 2021 EV 305 hp (AWD),TBD,0.0,"N/A, Electric",Double,Automatic,160,hongqi,uae
Audi e-tron Sportback 2021 55 (95 kWh) Quattro,Following,0.0,"N/A, Electric",Double,Automatic,200,audi,uae
Opel Grandland X 2021 1.6T Innovation,"AED 95,000",1.6,4,163,201,N A,opel,uae
Audi e-tron Sportback 2021 50 (71 kWh) Quattro,Following,0.0,"N/A, Electric",Double,Automatic,190,audi,uae
Hongqi L5 2021 6.0 V12,TBD,6.0,12,402,190,7 Seater,hongqi,uae
Maserati MC20 2021 3.0T V6,TBD,3.0,6,630,325,2 Seater,maserati,uae
Hyundai Ioniq 5 2022 EV 58 kWh,TBD,0.0,"N/A, Electric",Single,185,5 Seater,hyundai,uae
Ford Bronco 2-door 2021 2.3T Big Bend,"AED 183,645",2.3,4,420,4 Seater,7.2,ford,uae
Volkswagen Golf R 2021 2.0 TSI AWD,TBD,2.0,4,315,250,5 Seater,volkswagen,uae
Hyundai Ioniq 5 2022 EV 72.6 kWh,TBD,0.0,"N/A, Electric",Single,Automatic,185,hyundai,uae
Bentley Flying Spur 2021 2.9T V6 Hybrid,TBD,2.9,6,544,285,5 Seater,bentley,uae
Ford Bronco 2-door 2021 2.7T WildTrack,"AED 252,945",2.7,6,542,5 Seater,6.8,ford,uae
Lexus LS 2021 350 Excellence,"AED 419,336",3.5,6,311,220,5 Seater,lexus,uae
Geely Tugella 2021 2.0T GL (4WD),TBD,2.0,4,238,5 Seater,6.9,geely,uae
Hongqi E-HS9 2021 Comfortable (7 Seats),"AED 451,500",0.0,"N/A, Electric",Double,Automatic,7 Seater,hongqi,uae
Hongqi HS5 2021 2.0T Flagship (AWD),"AED 156,450",2.0,4,224,210,5 Seater,hongqi,uae
Hongqi E-HS9 2021 Executive (6 Seats),"AED 472,500",0.0,"N/A, Electric",Double,Automatic,6 Seater,hongqi,uae
Ford Bronco 2021 2.7T Big Lands,"AED 283,395",2.7,6,542,5 Seater,6.9,ford,uae
Hongqi E-HS9 2021 Deluxe (6 Seats),"AED 514,500",0.0,"N/A, Electric",Double,Automatic,6 Seater,hongqi,uae
Ford Bronco 2021 2.7T WildTrack,"AED 273,945",2.7,6,542,5 Seater,6.9,ford,uae
Hongqi H9 2021 2.0T Deluxe,Following,2.0,4,252,250,5 Seater,hongqi,uae
Hongqi HS5 2021 2.0T Flagship,"AED 135,450",2.0,4,224,210,5 Seater,hongqi,uae
Hongqi HS5 2021 2.0T Comfortable (AWD),"AED 145,950",2.0,4,224,210,5 Seater,hongqi,uae
Hongqi E-HS9 2021 Flagship (4 Seats),"AED 556,500",0.0,"N/A, Electric",Double,Automatic,4 Seater,hongqi,uae
Hongqi H9 2021 3.0T Deluxe,Following,3.0,6,283,250,5 Seater,hongqi,uae
MG GT 2022 1.5T Luxury,TBD,1.5,4,173,215,5 Seater,mg,uae
Volkswagen Tiguan 2021 1.4 TSI Life,"AED 103,183",1.4,4,150,215,5 Seater,volkswagen,uae
Land Rover Range Rover 2022 3.0L V6 Vogue MHEV (400 PS),TBD,3.0,6,400,225,5 Seater,land-rover,uae
Suzuki Dzire 2021 1.2L GL,"AED 36,900",1.2,4,82,170,5 Seater,suzuki,uae
MG GT 2022 1.5L Standard,"AED 48,200",1.5,4,118,185,5 Seater,mg,uae
Opel Zafira Life 2021 2.0T 6/7 Seater,"AED 114,900",2.0,4,180,7 Seater,10.4,opel,uae
Opel Zafira Life 2021 2.0T 9 Seater,"AED 119,000",2.0,4,180,7 Seater,10.4,opel,uae
MG GT 2022 1.5T Comfort,"AED 56,700",1.5,4,173,215,5 Seater,mg,uae
Mitsubishi Attrage 2021 1.2 GLX (Mid Option),"AED 36,900",1.2,3,76,170,5 Seater,mitsubishi,uae
Volkswagen Tiguan 2021 1.4 TSI Trend,"AED 87,780",1.4,4,150,215,5 Seater,volkswagen,uae
ZNA Rich 2021 2.4L DC (4x4),"AED 42,900",2.4,4,217,160,5 Seater,zna,uae
Suzuki Dzire 2021 1.2L GLX,"AED 42,900",1.2,4,82,170,5 Seater,suzuki,uae
ZNA Rich 2021 2.4L DC (4x2),"AED 39,900",2.4,4,217,160,5 Seater,zna,uae
Kia Picanto 2021 1.2L Base,"AED 43,000",1.2,4,84,161,5 Seater,kia,uae
Great Wall Wingle 5 2021 2.2L Single Cabin Standard,"AED 44,900",2.2,N/A,105,140,2 Seater,great-wall,uae
Zotye T300 2021 Royal,"AED 44,900",1.5,4,144,220,N A,zotye,uae
Chery Arrizo 5 2021 1.5L (Comfort),"AED 39,795",1.5,4,114,180,5 Seater,chery,uae
Kia Pegas 2021 1.4L MPI,"AED 41,900",1.4,4,95,170,N A,kia,uae
Hyundai Grand i10 2021 1.2 GLS H/B,"AED 42,800",1.2,4,83,155,5 Seater,hyundai,uae
Chevrolet Spark 2021 1.4L LS,"AED 36,910",1.4,4,98,170,5 Seater,chevrolet,uae
Renault Symbol 2021 1.6L PE,"AED 37,300",1.6,4,102,180,5 Seater,renault,uae
Nissan Micra 2021 1.5L SV,"AED 45,450",1.5,4,99,175,5 Seater,nissan,uae
Renault Symbol 2021 1.6L SE,"AED 44,500",1.6,4,102,180,5 Seater,renault,uae
Mitsubishi Mirage 2021 1.2 GLX,"AED 36,900",1.2,3,77,167,5 Seater,mitsubishi,uae
Chevrolet Aveo 2021 1.6L LS,DISCONTINUED,1.6,4,115,185,5 Seater,chevrolet,uae
Chevrolet Spark 2021 1.4L LT,"AED 49,790",1.4,4,98,170,5 Seater,chevrolet,uae
Suzuki Baleno 2021 1.4L GL,"AED 45,900",1.4,4,91,170,5 Seater,suzuki,uae
Chery Arrizo 5 2021 1.5L (Luxury),"AED 46,500",1.5,4,114,180,5 Seater,chery,uae
Geely EC7 2021 1.8L MPI,"AED 49,000",1.8,4,133,177,5 Seater,geely,uae
Suzuki Ciaz 2021 1.5L GL,"AED 45,900",1.5,4,103,165,5 Seater,suzuki,uae
Fiat Fiorino 2021 1.4L Standard,"AED 46,750",1.4,4,75,156,2 Seater,fiat,uae
Suzuki Ertiga 2021 1.5L GL,"AED 48,900",1.5,4,103,170,7 Seater,suzuki,uae
JAC S3 2021 1.6L Luxury,"AED 47,100",1.6,4,118,180,5 Seater,jac,uae
Kia Pegas 2021 1.4L MPI Top,"AED 48,000",1.4,4,95,170,N A,kia,uae
Hyundai Accent 2021 1.4L Base,"AED 49,700",1.4,4,100,183,5 Seater,hyundai,uae
Suzuki Swift 2021 1.2L GL,"AED 48,900",1.2,4,82,165,5 Seater,suzuki,uae
Suzuki Baleno 2021 1.4L GLX,"AED 49,900",1.4,4,91,170,5 Seater,suzuki,uae
Mitsubishi Lancer EX 2021 2.0L GLX,DISCONTINUED,2.0,4,150,198,5 Seater,mitsubishi,uae
Kia Rio Hatchback 2021 1.4L MPI,"AED 49,900",1.4,4,100,180,5 Seater,kia,uae
Suzuki Ertiga 2021 1.5L GLX,"AED 52,900",1.5,4,103,170,7 Seater,suzuki,uae
Kia Rio Sedan 2021 1.4L MPI,"AED 49,900",1.4,N/A,100,183,5 Seater,kia,uae
Kia Picanto 2021 1.2L Top,"AED 49,900",1.2,4,84,161,5 Seater,kia,uae
Chevrolet Aveo 2021 1.6L LT,DISCONTINUED,1.6,4,115,186,5 Seater,chevrolet,uae
Suzuki Jimny 2021 1.5L M/T,"AED 49,900",1.5,4,102,145,4 Seater,suzuki,uae
Hyundai Accent 2021 1.6L Base,"AED 51,200",1.6,4,123,193,5 Seater,hyundai,uae
Mitsubishi L200 2021 2.4L Single Cab GL (2WD),"AED 54,900",2.4,4,128,169,3 Seater,mitsubishi,uae
Renault Megane 2021 1.6L PE,"AED 54,500",1.6,4,115,180,5 Seater,renault,uae
Great Wall Wingle 7 2021 2.4T Single Cabin (RWD) (Petrol),"AED 52,900",2.4,4,147,180,5 Seater,great-wall,uae
Renault Duster 2021 1.6L PE (4x2),"AED 51,900",1.6,4,115,161,5 Seater,renault,uae
Suzuki Ciaz 2021 1.5L GLX,"AED 51,900",1.5,4,104,165,5 Seater,suzuki,uae
Mahindra XUV500 2021 2.2L W6 (FWD),"AED 56,900",2.2,4,140,180,5 Seater,mahindra,uae
Zotye T300 2021 Luxury,"AED 57,750",1.5,4,144,220,N A,zotye,uae
Renault Duster 2021 2.0L PE (4x4),"AED 56,900",2.0,4,135,178,5 Seater,renault,uae
Great Wall Wingle 7 2021 2.0T Double Cabin (4x4),"AED 57,900",2.0,4,315,5 Seater,15,great-wall,uae
Kia Soul 2021 1.6L MPI A/T STD,Snow White Pearl,1.6,4,124,N A,10.5,kia,uae
Renault Megane 2021 2.0L PE,"AED 56,900",2.0,4,140,209,5 Seater,renault,uae
Suzuki Jimny 2021 1.5L Automatic,"AED 56,000",1.5,4,102,145,4 Seater,suzuki,uae
Peugeot Partner 2021 1.6L K9 (Long),"AED 55,900",1.6,4,110,3 Seater,11.0,peugeot,uae
Suzuki Swift 2021 1.2L GLX,"AED 56,500",1.2,4,82,165,5 Seater,suzuki,uae
Great Wall Wingle 7 2021 2.4T Double Cabin (4x4) (Petrol),"AED 57,900",2.4,4,220,5 Seater,15,great-wall,uae
Honda City 2021 1.5L DX,Following,1.5,4,119,190,5 Seater,honda,uae
Ford Escort 2021 1.5L Ambient,"AED 58,716",1.5,3,120,184,5 Seater,ford,uae
Kia Cerato 2021 1.6L LX,"AED 59,900",1.6,4,128,190,5 Seater,kia,uae
Nissan Kicks 2021 1.6 S,"AED 59,900",1.6,4,118,180,5 Seater,nissan,uae
Toyota Yaris Sedan 2021 1.5L SE,"AED 59,900",1.5,4,105,175,5 Seater,toyota,uae
MG RX5 2021 1.5T Standard,"AED 60,795",1.5,4,169,170,5 Seater,mg,uae
Mitsubishi Lancer EX 2021 2.0L GLS,DISCONTINUED,2.0,4,150,198,5 Seater,mitsubishi,uae
Mahindra Scorpio Pickup 2021 2.2L,"AED 59,900",2.2,4,138,170,4 Seater,mahindra,uae
Renault Duster 2021 1.6L SE (4x2),"AED 61,000",1.6,4,115,161,5 Seater,renault,uae
Maxus G10 Cargo 2021 2.4L Cargo Van,"AED 62,000",2.4,4,140,160,2 Seater,maxus,uae
Hyundai Kona 2021 2.0L Limited,"AED 62,000",2.0,4,150,194,5 Seater,hyundai,uae
Haval H2 2021 1.5T Intelligent,DISCONTINUED,1.5,4,148,170,5 Seater,haval,uae
Hyundai Accent 2021 1.6L High,"AED 59,850",1.6,4,123,193,5 Seater,hyundai,uae
Geely Emgrand X7 Sport 2021 2.4L Advanced (FWD),"AED 59,995",2.4,4,155,175,5 Seater,geely,uae
Hyundai Elantra 2021 1.6L Smart,"AED 62,800",1.6,4,127,209,5 Seater,hyundai,uae
Toyota Avanza 2021 1.5L SE,"AED 63,500",1.5,N/A,103,180,7 Seater,toyota,uae
MG 6 2021 1.5T STD,"AED 62,895",1.5,4,169,180,5 Seater,mg,uae
Mahindra XUV500 2021 2.2L W8 (FWD),"AED 62,000",2.2,4,140,180,5 Seater,mahindra,uae
Mahindra XUV500 2021 2.2L W6 (AWD),"AED 62,000",2.2,4,140,180,5 Seater,mahindra,uae
Renault Megane 2021 1.6L SE,"AED 63,500",1.6,4,115,180,5 Seater,renault,uae
Honda City 2021 1.5L LX,Following,1.5,4,119,190,5 Seater,honda,uae
Fiat 500 2021 1.4L Hatch POP,"AED 62,900",1.4,4,100,182,4 Seater,fiat,uae
Chevrolet Captiva 2021 1.5T LS,Following,1.5,4,149,180,5 Seater,chevrolet,uae
Kia Rio Sedan 2021 1.6L MPI,"AED 63,500",1.6,N/A,123,183,5 Seater,kia,uae
Zotye T600 Sport 2021 Luxury,"AED 62,895",2.0,4,188,185,5 Seater,zotye,uae
Ford EcoSport 2021 1.5 Ambiente,"AED 62,076",1.5,N/A,120,170,5 Seater,ford,uae
Honda City 2021 1.5L LX Sport,Following,1.5,4,119,190,5 Seater,honda,uae
Renault Duster 2021 2.0L SE (4x4),"AED 66,900",2.0,4,135,178,5 Seater,renault,uae
Peugeot Rifter 2021 1.5T L2 (5 Seater),"AED 69,900",1.5,4,130,187,5 Seater,peugeot,uae
Mitsubishi Lancer EX 2021 2.0L GT,DISCONTINUED,2.0,4,150,198,5 Seater,mitsubishi,uae
Maxus T60 2021 2.8D Double Cab (4x4),"AED 67,000",2.8,4,350,5 Seater,11.0,maxus,uae
Kia Cerato 2021 1.6L SX,"AED 67,000",1.6,4,128,190,5 Seater,kia,uae
Hyundai Creta 2021 1.5L,"AED 66,000",1.5,4,144,5 Seater,12,hyundai,uae
Renault Megane 2021 2.0L SE,"AED 65,000",2.0,4,140,209,5 Seater,renault,uae
Chery Tiggo7 2021 2.0L Luxury,"AED 64,995",2.0,4,121,165,5 Seater,chery,uae
Suzuki Vitara 2021 1.6L GLX 2WD,"AED 64,900",1.6,4,115,180,5 Seater,suzuki,uae
Mitsubishi L200 2021 2.4L Double Cab GL (2WD),"AED 66,900",2.4,4,128,169,6 Seater,mitsubishi,uae
Geely GS Sport 2021 1.8L Classic,"AED 64,900",1.8,4,130,185,5 Seater,geely,uae
Renault Duster 2021 1.6L LE (4x2),"AED 66,900",1.6,4,115,161,5 Seater,renault,uae
Citroen C3 Aircross 2021 1.2T Live,"AED 66,900",1.2,3,110,183,5 Seater,citroen,uae
MG 6 2021 1.5T COM,"AED 67,095",1.5,4,169,180,5 Seater,mg,uae
MG RX5 2021 2.0T COM (FWD),"AED 68,250",2.0,4,220,180,5 Seater,mg,uae
Jetour X70 2021 1.5T Luxury,"AED 79,000",1.5,4,156,180,7 Seater,jetour,uae
Kia Rio Hatchback 2021 1.6L MPI,"AED 67,500",1.6,4,123,190,5 Seater,kia,uae
Toyota Avanza 2021 1.5L GLS (commercial),"AED 67,500",1.5,4,102,180,2 Seater,toyota,uae
MG RX5 2021 1.5T COM,"AED 69,195",1.5,4,169,170,5 Seater,mg,uae
Hyundai Veloster 2021 2.0L MPI Base,Chalk White,2.0,4,147,190,4 Seater,hyundai,uae
Chevrolet Captiva 2021 1.5T LT,Following,1.5,4,149,180,5 Seater,chevrolet,uae
Toyota Rush 2021 1.5L EX,"AED 68,500",1.5,4,103,175,7 Seater,toyota,uae
Skoda Scala 2021 1.6L Ambition,"AED 69,000",1.6,4,110,188,5 Seater,skoda,uae
Suzuki Vitara 2021 1.6L GLX 2WD Plus,"AED 67,200",1.6,N/A,115,180,5 Seater,suzuki,uae
Geely Emgrand X7 Sport 2021 2.4L Elegance (FWD),"AED 69,000",2.4,4,155,175,5 Seater,geely,uae
Fiat 500 2021 Convertible 1.4L Pop,"AED 68,000",1.4,N/A,100,182,4 Seater,fiat,uae
Ford EcoSport 2021 1.5 Trend,"AED 68,645",1.5,N/A,120,170,5 Seater,ford,uae
Soueast DX3 2021 1.5T Full Option,Following,1.5,4,155,180,N A,soueast,uae
Hyundai Kona 2021 1.6L Turbo SE,Sunset Orange,1.6,4,175,205,5 Seater,hyundai,uae
Opel Crossland X 2021 1.2T Enjoy,TBD,1.2,3,110,187,5 Seater,opel,uae
Isuzu D-MAX 2021 3.0L FlatBed 2WD,"AED 70,980",3.0,4,190,170,5 Seater,isuzu,uae
Kia Sportage 2021 1.6L LX (FWD),"AED 69,900",1.6,4,132,181,5 Seater,kia,uae
Peugeot Rifter 2021 1.5T L2 (7 Seater),"AED 72,900",1.5,4,130,187,7 Seater,peugeot,uae
Hyundai Elantra 2021 2.0L GLS,"AED 71,400",2.0,4,150,205,5 Seater,hyundai,uae
Hyundai Veloster 2021 2.0L MPI Mid,Chalk White,2.0,4,147,190,4 Seater,hyundai,uae
Renault Megane 2021 1.6L LE,"AED 70,500",1.6,4,115,180,5 Seater,renault,uae
Nissan Kicks 2021 1.6 SV,Electric Blue/ Super Black,1.6,4,118,180,5 Seater,nissan,uae
Opel Crossland 2022 1.2T Enjoy,"AED 69,900",1.2,3,110,187,5 Seater,opel,uae
Honda City 2021 1.5L EX,Following,1.5,4,119,190,5 Seater,honda,uae
Peugeot 2008 2021 1.6L (115HP) Active+,"AED 74,900",1.6,4,115,200,5 Seater,peugeot,uae
Mitsubishi ASX 2021 2.0L GLX (2WD) Mid Option,"AED 69,900",2.0,4,150,193,5 Seater,mitsubishi,uae
Subaru Impreza 2021 2.0L,"AED 72,900",2.0,4,154,208,5 Seater,subaru,uae
Mitsubishi Eclipse Cross 2022 1.5T GLX,TBD,1.5,4,147,180,5 Seater,mitsubishi,uae
MG 6 2021 1.5T LUX,"AED 73,395",1.5,4,169,180,5 Seater,mg,uae
Toyota Rush 2021 1.5L GX,"AED 73,000",1.5,4,103,175,7 Seater,toyota,uae
Citroen C3 Aircross 2021 1.2T Feel,"AED 71,900",1.2,3,110,183,5 Seater,citroen,uae
Renault Megane 2021 1.6L LE,"AED 70,500",1.6,4,115,180,5 Seater,renault,uae
Zotye T600 Sport 2021 Royal,"AED 73,395",2.0,4,188,185,5 Seater,zotye,uae
Geely Emgrand X7 Sport 2021 2.4L Advance (AWD),"AED 72,000",2.4,4,155,175,5 Seater,geely,uae
Toyota Corolla 2021 1.6L XLI,"AED 71,900",1.6,4,121,190,5 Seater,toyota,uae
Fiat 500 2021 1.4L Hatch Lounge,"AED 72,000",1.4,N/A,100,182,4 Seater,fiat,uae
Mazda CX 3 2021 2.0L GT (FWD),"AED 73,000",2.0,4,148,190,5 Seater,mazda,uae
Renault Duster 2021 2.0L LE (4x4),"AED 71,900",2.0,4,135,178,5 Seater,renault,uae
Renault Megane 2021 2.0L LE,"AED 73,500",2.0,4,140,207,5 Seater,renault,uae
Opel Crossland 2022 1.2T Innovation,"AED 74,900",1.2,3,110,187,5 Seater,opel,uae
Chevrolet Captiva 2021 1.5T Premium,Following,1.5,4,149,180,5 Seater,chevrolet,uae
Opel Corsa 2021 1.2T Elegance Plus (5-Door),"AED 74,900",1.2,3,130,208,5 Seater,opel,uae
Opel Corsa 2021 1.2T Elegance (5-Door),"AED 69,900",1.2,3,130,208,5 Seater,opel,uae
Nissan Navara 2021 2.5L ASF 4x2 M/T,"AED 81,500",2.5,4,158,160,6 Seater,nissan,uae
Renault Koleos 2021 2.5L PE,"AED 75,075",2.5,4,170,185,5 Seater,renault,uae
